dataset,phase1_accuracy,phase1_earliness,phase2_accuracy,phase2_earliness
FaceAll,0.8591715976331361,1.0,0.8958579881656805,0.03443332
ECGFiveDays,1.0,1.0,0.9628339140534262,0.006529875
CricketZ,0.3615384615384615,0.012546093000000001,0.7153846153846154,0.23619759
FiftyWords,0.7450549450549451,0.7766984,0.7142857142857143,0.15668124
MedicalImages,0.7210526315789474,0.31817937,0.5868421052631579,0.0
DiatomSizeReduction,0.7973856209150327,1.0,0.977124183006536,0.0
