dataset,earliness_factor,entropy_factor,ptsepsilon,accuracy,earliness
SyntheticControl,0.6,0.0,0,0.8466666666666667,0.19879944622516632
Yoga,0.6,0.0,0,0.5356666666666666,0.00010325406765332446
Lightning7,0.9,0.0,10,0.7123287671232876,0.9999999403953552
UWaveGestureLibraryY,0.7,0.1,10,0.5725851479620324,0.503980278968811
Fish,0.7,0.01,20,0.45714285714285713,0.4353494346141815
FiftyWords,0.6,0.0,10,0.07472527472527472,0.0
FiftyWords,0.7,0.01,10,0.07472527472527472,0.0
Lightning7,0.9,0.01,5,0.6986301369863014,0.9999998807907104
CinCECGTorso,0.8,0.0,10,0.7123188405797102,1.0
UWaveGestureLibraryZ,0.8,0.01,0,0.7026800670016751,1.0
CBF,0.6,0.1,10,0.7444444444444445,0.3188382089138031
InlineSkate,0.8,0.0,0,0.16363636363636364,9.229723900716635e-07
Adiac,0.7,0.1,0,0.27365728900255754,0.35467034578323364
FaceFour,0.7,0.1,10,0.7045454545454546,0.33079633116722107
SonyAIBORobotSurface2,0.8,0.01,5,0.8163693599160545,0.3252410292625427
Mallat,0.7,0.0,0,0.7628997867803838,1.0
ECGFiveDays,0.6,0.01,5,0.5876887340301974,0.3397045433521271
NonInvasiveFatalECGThorax2,0.6,0.0,0,0.8666666666666667,0.12457951158285141
WordSynonyms,0.7,0.0,0,0.01567398119122257,0.0
Wafer,0.6,0.01,20,0.8929266709928618,0.05319973826408386
FacesUCR,0.9,0.01,5,0.8463414634146341,1.0
Fish,0.6,0.01,0,0.8171428571428572,0.36365818977355957
SonyAIBORobotSurface1,0.7,0.01,5,0.740432612312812,0.2785317301750183
TwoPatterns,0.6,0.0,0,0.99925,1.0
ECG200,0.6,0.01,5,0.64,0.0
Coffee,0.8,0.1,10,0.5357142857142857,0.0
Beef,0.9,0.01,0,0.5,0.5334044694900513
CricketZ,0.7,0.01,10,0.7102564102564103,0.5299100279808044
CBF,0.6,0.0,0,0.33111111111111113,0.0
CBF,0.7,0.01,20,0.7922222222222223,0.9985999464988708
SonyAIBORobotSurface1,0.6,0.0,0,0.8036605657237936,0.09848779439926147
CBF,0.7,0.0,10,0.6944444444444444,0.2817506194114685
ECGFiveDays,0.9,0.01,0,0.7212543554006968,0.5694000720977783
ECGFiveDays,0.9,0.0,0,0.9175377468060395,1.0
Lightning2,0.6,0.1,0,0.6557377049180327,0.23342278599739075
Mallat,0.9,0.1,0,0.68272921108742,0.583439826965332
Fish,0.8,0.0,10,0.8914285714285715,1.0
NonInvasiveFatalECGThorax2,0.7,0.0,0,0.8208651399491094,0.12471213936805725
MoteStrain,0.6,0.01,20,0.46086261980830673,0.0
GunPoint,0.9,0.01,5,0.8866666666666667,0.7233834862709045
CricketY,0.7,0.01,10,0.7153846153846154,0.6052573919296265
TwoLeadECG,0.6,0.1,0,0.7919227392449517,0.35283100605010986
Adiac,0.8,0.1,0,0.24552429667519182,0.5674686431884766
OSULeaf,0.7,0.01,0,0.6363636363636364,0.5144350528717041
Beef,0.6,0.0,10,0.7,1.0
TwoPatterns,0.6,0.01,20,0.4955,0.43012598156929016
CricketZ,0.8,0.0,10,0.7717948717948718,1.0
Yoga,0.7,0.01,0,0.748,0.2766439616680145
FacesUCR,0.8,0.0,0,0.9146341463414634,1.0
FaceAll,0.8,0.1,0,0.8822485207100592,0.5208210349082947
Coffee,0.7,0.01,5,0.5357142857142857,0.0
OSULeaf,0.7,0.1,10,0.6033057851239669,0.48625579476356506
GunPoint,0.7,0.01,0,0.49333333333333335,0.0522422194480896
SwedishLeaf,0.8,0.01,0,0.8768,0.536011278629303
ItalyPowerDemand,0.9,0.01,10,0.8678328474246841,0.8363553881645203
NonInvasiveFatalECGThorax1,0.7,0.01,10,0.7455470737913485,0.28434428572654724
FaceFour,0.7,0.01,20,0.7386363636363636,1.0
SyntheticControl,0.7,0.1,0,0.8866666666666667,0.4232521057128906
UWaveGestureLibraryZ,0.9,0.1,10,0.6873255164712451,0.6736188530921936
NonInvasiveFatalECGThorax1,0.6,0.01,0,0.8310432569974555,0.16018736362457275
SwedishLeaf,0.6,0.01,20,0.7888,0.34727558493614197
MoteStrain,0.7,0.0,0,0.5391373801916933,0.0
Fish,0.6,0.01,20,0.6571428571428571,0.4422198235988617
Adiac,0.6,0.01,20,0.10485933503836317,0.2063579261302948
MedicalImages,0.7,0.1,10,0.7,0.47475552558898926
FiftyWords,0.8,0.0,0,0.09230769230769231,0.0
CricketZ,0.9,0.0,0,0.764102564102564,1.0
DiatomSizeReduction,0.9,0.0,0,0.9607843137254902,1.0
ItalyPowerDemand,0.9,0.1,0,0.8036929057337221,0.6803771257400513
UWaveGestureLibraryY,0.6,0.1,10,0.5946398659966499,0.5649543404579163
Beef,0.6,0.1,10,0.6666666666666666,1.0
SonyAIBORobotSurface1,0.7,0.01,5,0.7637271214642263,0.3435373902320862
Mallat,0.6,0.01,0,0.6336886993603411,0.37223201990127563
UWaveGestureLibraryX,0.6,0.01,5,0.6917922948073701,0.4428098201751709
InlineSkate,0.9,0.0,0,0.15454545454545454,0.0
MedicalImages,0.7,0.01,5,0.6605263157894737,0.26383575797080994
Adiac,0.7,0.01,10,0.17902813299232737,0.35140106081962585
Wafer,0.8,0.01,20,0.9798831927319922,0.27210500836372375
FaceFour,0.9,0.1,10,0.6931818181818182,0.36631450057029724
CricketY,0.6,0.0,0,0.7487179487179487,0.44649630784988403
SyntheticControl,0.8,0.01,20,0.8866666666666667,0.43250352144241333
NonInvasiveFatalECGThorax1,0.9,0.1,0,0.8458015267175573,0.5350300669670105
UWaveGestureLibraryZ,0.7,0.0,0,0.7043551088777219,1.0
CBF,0.6,0.01,5,0.67,0.209908127784729
Symbols,0.6,0.1,0,0.749748743718593,0.3093021810054779
Fish,0.7,0.1,0,0.7885714285714286,0.5604828000068665
FaceFour,0.6,0.01,10,0.5568181818181818,0.24912448227405548
OliveOil,0.9,0.01,0,0.4,0.0
ECGFiveDays,0.9,0.01,0,0.7177700348432056,0.5729382038116455
Yoga,0.6,0.0,10,0.5356666666666666,0.0016645807772874832
FacesUCR,0.7,0.01,0,0.8868292682926829,1.0
CricketY,0.7,0.01,10,0.7025641025641025,0.5561835765838623
Mallat,0.6,0.0,10,0.582089552238806,0.33460110425949097
CricketY,0.7,0.01,20,0.6923076923076923,0.5265656113624573
Fish,0.7,0.01,5,0.7142857142857143,0.5290831327438354
FaceFour,0.6,0.1,10,0.6818181818181818,0.2992279827594757
UWaveGestureLibraryY,0.6,0.01,5,0.5926856504745952,0.5230529308319092
UWaveGestureLibraryY,0.7,0.1,0,0.5912897822445561,0.576871931552887
SyntheticControl,0.9,0.01,5,0.9266666666666666,0.6303408145904541
WordSynonyms,0.9,0.01,0,0.219435736677116,0.0
FaceAll,0.9,0.01,0,0.9112426035502958,0.4874173700809479
Coffee,0.7,0.1,10,0.5357142857142857,0.0
DiatomSizeReduction,0.8,0.01,10,0.3888888888888889,0.4373536705970764
CricketZ,0.6,0.01,5,0.6410256410256411,0.4035813808441162
UWaveGestureLibraryY,0.8,0.01,0,0.6619207146845337,0.6032271981239319
SyntheticControl,0.8,0.01,10,0.9266666666666666,0.4931320548057556
ChlorineConcentration,0.9,0.0,10,0.5325520833333334,3.1565655262966175e-06
ECGFiveDays,0.6,0.1,10,0.59465737514518,0.22095012664794922
InlineSkate,0.7,0.01,5,0.1709090909090909,0.05953602492809296
SyntheticControl,0.8,0.0,0,0.9866666666666667,1.0
Fish,0.9,0.01,5,0.7485714285714286,0.6920762658119202
OliveOil,0.8,0.0,0,0.3,0.0
NonInvasiveFatalECGThorax2,0.8,0.1,10,0.8524173027989822,0.3929809331893921
Trace,0.6,0.1,0,0.71,0.39992013573646545
SyntheticControl,0.8,0.01,0,0.98,1.0
MoteStrain,0.8,0.01,5,0.8250798722044729,0.9999999403953552
CricketY,0.9,0.01,20,0.7102564102564103,1.0
FaceFour,0.8,0.01,20,0.6931818181818182,0.2879330515861511
TwoLeadECG,0.7,0.01,5,0.8191395961369623,0.49253952503204346
WordSynonyms,0.8,0.01,0,0.219435736677116,0.0
InlineSkate,0.7,0.1,0,0.2,0.23761741816997528
OliveOil,0.8,0.1,0,0.4,0.0
Adiac,0.7,0.01,5,0.31202046035805625,0.30837756395339966
MoteStrain,0.6,0.0,0,0.5391373801916933,0.0
Beef,0.6,0.1,0,0.6,0.5488273501396179
GunPoint,0.9,0.0,0,0.96,1.0
UWaveGestureLibraryX,0.9,0.01,20,0.7557230597431602,1.0
SyntheticControl,0.7,0.01,0,0.88,0.2883474826812744
SwedishLeaf,0.7,0.01,0,0.848,0.46207085251808167
TwoPatterns,0.8,0.01,20,0.97975,1.0
Symbols,0.9,0.01,10,0.8291457286432161,0.5566602945327759
NonInvasiveFatalECGThorax1,0.8,0.01,10,0.8351145038167939,0.4015873670578003
ECG200,0.8,0.1,0,0.81,0.39925989508628845
FaceAll,0.8,0.01,5,0.8976331360946745,0.4097350239753723
UWaveGestureLibraryZ,0.6,0.01,10,0.6331658291457286,0.41385987401008606
Coffee,0.8,0.0,0,0.5357142857142857,0.0
GunPoint,0.6,0.0,10,0.49333333333333335,0.0
CricketX,0.9,0.0,0,0.7461538461538462,1.0
OliveOil,0.8,0.0,0,0.3,0.0
ECG200,0.9,0.1,10,0.78,0.5946546196937561
TwoLeadECG,0.6,0.0,10,0.7313432835820896,0.20418313145637512
UWaveGestureLibraryY,0.8,0.01,5,0.6348408710217756,0.641654908657074
SonyAIBORobotSurface2,0.8,0.1,0,0.8205666316894019,0.3648333251476288
OSULeaf,0.9,0.0,0,0.6818181818181818,1.0
CricketY,0.8,0.01,10,0.7025641025641025,1.0
GunPoint,0.8,0.0,10,0.9133333333333333,0.4633122384548187
Trace,0.7,0.0,0,0.72,0.24204494059085846
OliveOil,0.6,0.1,0,0.4,0.0
FaceAll,0.6,0.0,0,0.8680473372781065,0.2910056412220001
Wafer,0.6,0.01,0,0.8921155094094744,0.02631528116762638
SyntheticControl,0.8,0.01,5,0.91,0.450167715549469
Yoga,0.9,0.01,5,0.7176666666666667,0.4794169068336487
FaceFour,0.7,0.01,10,0.7159090909090909,1.0
CBF,0.7,0.0,0,0.9122222222222223,1.0
FaceAll,0.7,0.01,10,0.8502958579881656,0.2827272117137909
Trace,0.9,0.01,5,0.72,0.5636405348777771
TwoLeadECG,0.7,0.01,0,0.8630377524143986,0.4083442986011505
UWaveGestureLibraryZ,0.6,0.01,20,0.5829145728643216,0.3513784408569336
OSULeaf,0.8,0.1,10,0.5950413223140496,0.5699324607849121
Adiac,0.9,0.01,10,0.19948849104859334,0.5854572057723999
Fish,0.7,0.1,0,0.7771428571428571,0.5309118032455444
Symbols,0.7,0.01,0,0.7909547738693468,0.46246668696403503
Lightning2,0.9,0.0,0,0.8688524590163934,0.9999999403953552
Symbols,0.6,0.01,10,0.6793969849246231,0.19770430028438568
Haptics,0.7,0.01,0,0.37662337662337664,0.2695949673652649
StarLightCurves,0.8,0.01,0,0.9157357940747936,0.34102365374565125
Beef,0.7,0.01,0,0.7,1.0
OliveOil,0.6,0.01,0,0.4,0.0
Coffee,0.6,0.01,10,0.5357142857142857,0.0
Trace,0.7,0.01,5,0.71,0.5096753239631653
MoteStrain,0.9,0.01,10,0.8618210862619808,0.9999998807907104
Lightning7,0.6,0.0,0,0.0958904109589041,0.0
Fish,0.9,0.01,10,0.8,0.6336700320243835
Haptics,0.6,0.01,10,0.37662337662337664,0.24106553196907043
ECG200,0.9,0.0,0,0.81,1.0
SonyAIBORobotSurface2,0.8,0.0,0,0.8121720881427072,0.301820307970047
ECGFiveDays,0.8,0.0,10,0.6898954703832753,0.47655680775642395
UWaveGestureLibraryY,0.7,0.0,10,0.5904522613065326,0.3869278132915497
FaceFour,0.6,0.01,20,0.5795454545454546,0.1590583473443985
SonyAIBORobotSurface1,0.6,0.1,0,0.8053244592346089,0.16325421631336212
ECGFiveDays,0.6,0.01,10,0.5772357723577236,0.06444674730300903
CBF,0.7,0.0,0,0.9122222222222223,1.0
CinCECGTorso,0.8,0.01,10,0.7014492753623188,0.5806138515472412
OliveOil,0.7,0.01,20,0.4,0.0
Adiac,0.7,0.01,0,0.2659846547314578,0.2895427942276001
ChlorineConcentration,0.8,0.01,20,0.5424479166666667,0.06146148964762688
Adiac,0.9,0.01,5,0.26342710997442453,0.4209752678871155
SonyAIBORobotSurface1,0.8,0.01,20,0.7920133111480865,0.29900360107421875
TwoLeadECG,0.6,0.01,0,0.7603160667251976,0.3189469575881958
CricketZ,0.7,0.01,0,0.7769230769230769,0.5763281583786011
GunPoint,0.8,0.01,20,0.8866666666666667,0.47369125485420227
ChlorineConcentration,0.6,0.0,0,0.5325520833333334,0.0
CricketX,0.7,0.0,10,0.7282051282051282,1.0
Beef,0.6,0.1,0,0.7666666666666667,0.2778962552547455
OSULeaf,0.6,0.01,10,0.5867768595041323,0.3654575049877167
InlineSkate,0.6,0.01,5,0.17454545454545456,0.03314670920372009
Wafer,0.7,0.01,10,0.8921155094094744,0.03243102878332138
CBF,0.6,0.1,0,0.7933333333333333,0.40932151675224304
MedicalImages,0.6,0.1,0,0.6842105263157895,0.311636358499527
StarLightCurves,0.8,0.0,0,0.8723895094706168,0.08576551824808121
CBF,0.8,0.01,10,0.6511111111111111,0.2507891058921814
NonInvasiveFatalECGThorax2,0.8,0.01,20,0.7994910941475827,0.21948102116584778
SyntheticControl,0.9,0.1,0,0.9233333333333333,0.6181496977806091
Wafer,0.9,0.01,10,0.986859182349124,0.32269391417503357
SwedishLeaf,0.8,0.1,10,0.8288,0.563825786113739
Adiac,0.6,0.0,10,0.03580562659846547,0.0
FacesUCR,0.8,0.01,0,0.9014634146341464,1.0
OSULeaf,0.9,0.01,10,0.6735537190082644,1.0
ChlorineConcentration,0.8,0.0,0,0.5325520833333334,3.7878784496570006e-05
ItalyPowerDemand,0.6,0.01,10,0.5451895043731778,0.023089593276381493
TwoLeadECG,0.6,0.01,20,0.7366110623353819,0.23824234306812286
SonyAIBORobotSurface1,0.6,0.01,0,0.7970049916805324,0.10148074477910995
CricketZ,0.8,0.1,0,0.7461538461538462,0.6425504684448242
FiftyWords,0.8,0.01,10,0.12527472527472527,0.0
FaceFour,0.8,0.01,10,0.7386363636363636,1.0
Lightning7,0.8,0.01,5,0.2602739726027397,0.0
ItalyPowerDemand,0.8,0.01,5,0.8017492711370262,0.6218379735946655
CricketZ,0.7,0.0,0,0.735897435897436,1.0
TwoPatterns,0.7,0.0,0,0.99775,1.0
UWaveGestureLibraryX,0.9,0.01,0,0.7735901730876605,1.0
Wafer,0.8,0.01,10,0.9800454250486696,0.258776992559433
ItalyPowerDemand,0.6,0.01,10,0.6005830903790087,0.1562664657831192
FaceAll,0.8,0.01,5,0.8798816568047337,0.40744566917419434
TwoPatterns,0.9,0.01,0,0.999,1.0
ItalyPowerDemand,0.8,0.01,10,0.67444120505345,0.5316535234451294
SyntheticControl,0.9,0.01,10,0.95,1.0
Lightning7,0.6,0.01,0,0.2602739726027397,0.0
TwoLeadECG,0.9,0.01,10,0.8990342405618964,0.6298643350601196
Trace,0.8,0.1,0,0.71,0.42059192061424255
Adiac,0.6,0.1,0,0.4092071611253197,0.33958789706230164
ChlorineConcentration,0.7,0.01,5,0.5375,0.040899619460105896
SyntheticControl,0.9,0.1,10,0.9333333333333333,0.6441207528114319
InlineSkate,0.7,0.01,0,0.1690909090909091,0.03285782039165497
UWaveGestureLibraryZ,0.9,0.0,10,0.7124511446119486,1.0
ItalyPowerDemand,0.7,0.01,5,0.750242954324587,0.4647974967956543
CBF,0.7,0.01,0,0.9144444444444444,0.563781201839447
OliveOil,0.6,0.01,10,0.4,0.0
StarLightCurves,0.8,0.1,0,0.9330985915492958,0.33310067653656006
Coffee,0.6,0.0,10,0.5357142857142857,0.0
Lightning2,0.9,0.01,5,0.819672131147541,0.9158812761306763
SonyAIBORobotSurface1,0.6,0.01,10,0.8119800332778702,0.10065218061208725
StarLightCurves,0.6,0.01,5,0.8416707139388052,0.05688910186290741
TwoPatterns,0.6,0.1,10,0.5575,0.5095728635787964
UWaveGestureLibraryY,0.8,0.1,0,0.6228364042434394,0.6002241373062134
NonInvasiveFatalECGThorax2,0.8,0.01,10,0.8727735368956743,0.2959430515766144
Lightning2,0.8,0.01,0,0.6557377049180327,0.5633640885353088
FaceAll,0.6,0.1,0,0.857396449704142,0.37130945920944214
OliveOil,0.6,0.0,0,0.4,0.0
ECGFiveDays,0.7,0.01,10,0.5632984901277585,0.293133020401001
NonInvasiveFatalECGThorax1,0.7,0.1,10,0.8478371501272265,0.45154106616973877
SonyAIBORobotSurface2,0.6,0.0,0,0.8100734522560336,0.25930729508399963
SwedishLeaf,0.7,0.01,20,0.8064,0.4061964452266693
Symbols,0.9,0.0,0,0.8894472361809045,0.9999999403953552
OSULeaf,0.6,0.01,10,0.6115702479338843,0.4671616554260254
Fish,0.9,0.1,0,0.8342857142857143,0.6356180906295776
SonyAIBORobotSurface1,0.6,0.01,5,0.7554076539101497,0.39327380061149597
GunPoint,0.9,0.1,0,0.8866666666666667,0.6520668268203735
SonyAIBORobotSurface1,0.6,0.01,20,0.740432612312812,0.2630692422389984
FiftyWords,0.7,0.01,5,0.12527472527472527,0.0
Wafer,0.9,0.0,0,0.9965931213497728,1.0
Coffee,0.8,0.0,10,0.5357142857142857,0.0
Wafer,0.8,0.0,0,0.8921155094094744,3.216895856894553e-05
UWaveGestureLibraryX,0.9,0.0,0,0.7680067001675042,1.0
CinCECGTorso,0.7,0.1,10,0.6318840579710145,0.4590444564819336
Symbols,0.7,0.01,10,0.8321608040201005,0.44972628355026245
NonInvasiveFatalECGThorax1,0.7,0.01,0,0.8340966921119592,0.1897021234035492
SonyAIBORobotSurface1,0.7,0.1,0,0.848585690515807,0.1818993240594864
FacesUCR,0.6,0.01,10,0.724390243902439,0.28956732153892517
SyntheticControl,0.7,0.1,0,0.8866666666666667,0.462076336145401
UWaveGestureLibraryY,0.7,0.01,0,0.6303740926856505,0.5003712177276611
ECGFiveDays,0.6,0.01,0,0.5818815331010453,0.056158654391765594
Adiac,0.8,0.0,10,0.18925831202046037,0.3426530659198761
CricketY,0.6,0.01,10,0.7256410256410256,0.5171512365341187
ChlorineConcentration,0.6,0.1,0,0.5518229166666667,0.26362529397010803
ECG200,0.7,0.1,10,0.84,0.3339638113975525
CricketY,0.9,0.1,0,0.7384615384615385,0.7442489862442017
UWaveGestureLibraryY,0.7,0.0,0,0.6353992183137912,1.0
Haptics,0.8,0.01,10,0.4155844155844156,0.4076673090457916
OSULeaf,0.6,0.1,0,0.6239669421487604,0.5200284719467163
FaceFour,0.6,0.01,0,0.9204545454545454,1.0
FaceFour,0.6,0.0,10,0.75,1.0
SonyAIBORobotSurface2,0.7,0.01,10,0.7785939139559287,0.25001171231269836
ItalyPowerDemand,0.7,0.01,0,0.5928085519922255,0.21674899756908417
WordSynonyms,0.7,0.0,10,0.219435736677116,0.0
Coffee,0.7,0.0,10,0.5357142857142857,0.0
Fish,0.6,0.01,5,0.6514285714285715,0.3628840446472168
OliveOil,0.8,0.01,0,0.4,0.0
Lightning2,0.6,0.0,10,0.5409836065573771,0.0
SyntheticControl,0.7,0.0,10,0.8566666666666667,0.3054202198982239
ECGFiveDays,0.7,0.01,0,0.59465737514518,0.18916352093219757
Mallat,0.9,0.1,10,0.6255863539445629,0.5823183059692383
FaceFour,0.8,0.01,20,0.7272727272727273,1.0
UWaveGestureLibraryY,0.7,0.0,0,0.6192071468453378,0.43696680665016174
Wafer,0.8,0.0,10,0.8921155094094744,0.0006446659681387246
CricketZ,0.8,0.01,20,0.7384615384615385,1.0
SyntheticControl,0.8,0.01,0,0.9,0.40176552534103394
UWaveGestureLibraryX,0.6,0.0,0,0.7247347850362926,0.4399605393409729
CricketY,0.8,0.0,0,0.6897435897435897,1.0
SwedishLeaf,0.9,0.01,10,0.856,0.5973519086837769
FiftyWords,0.6,0.01,20,0.07472527472527472,0.0
FaceAll,0.6,0.01,5,0.836094674556213,0.3083818256855011
FacesUCR,0.8,0.1,10,0.7785365853658537,0.5310354828834534
ECG200,0.6,0.0,0,0.64,0.0
Beef,0.9,0.01,5,0.6666666666666666,1.0
CricketZ,0.6,0.01,0,0.7589743589743589,0.42819544672966003
Symbols,0.7,0.01,5,0.6552763819095477,0.18585501611232758
Trace,0.6,0.01,5,0.64,0.2504276633262634
WordSynonyms,0.9,0.01,5,0.5721003134796239,1.0
ChlorineConcentration,0.9,0.0,0,0.5325520833333334,5.208333095652051e-05
UWaveGestureLibraryZ,0.8,0.0,10,0.7158012283640425,1.0
SwedishLeaf,0.8,0.0,0,0.872,1.0
Beef,0.7,0.0,10,0.7666666666666667,1.0
SonyAIBORobotSurface1,0.9,0.1,10,0.9201331114808652,0.3077898621559143
FaceAll,0.7,0.0,0,0.8928994082840237,0.31961143016815186
CricketX,0.6,0.01,10,0.6974358974358974,0.4737774431705475
CricketY,0.9,0.01,0,0.7025641025641025,1.0
TwoPatterns,0.6,0.01,5,0.67025,0.5836712121963501
DiatomSizeReduction,0.7,0.01,10,0.8071895424836601,0.3246224820613861
Beef,0.6,0.01,10,0.4,1.0
Symbols,0.6,0.01,0,0.7336683417085427,0.2603510618209839
Mallat,0.8,0.0,0,0.746268656716418,1.0
StarLightCurves,0.6,0.01,10,0.8766391452161243,0.0934116542339325
SwedishLeaf,0.9,0.01,0,0.9008,0.6165810823440552
InlineSkate,0.7,0.01,10,0.17272727272727273,0.0555589385330677
CBF,0.7,0.01,20,0.7622222222222222,1.0
Trace,0.8,0.01,20,0.85,0.4999144971370697
SyntheticControl,0.6,0.01,10,0.8833333333333333,0.29240819811820984
StarLightCurves,0.6,0.01,0,0.8646187469645459,0.10396269708871841
CinCECGTorso,0.9,0.01,10,0.7326086956521739,0.6114224791526794
FacesUCR,0.9,0.0,10,0.8409756097560975,1.0
OliveOil,0.8,0.01,10,0.4,0.0
Symbols,0.9,0.01,0,0.8502512562814071,0.5872707366943359
DiatomSizeReduction,0.8,0.1,0,0.9477124183006536,0.4519309401512146
Yoga,0.6,0.01,10,0.7256666666666667,0.2683309316635132
Adiac,0.8,0.1,10,0.3171355498721228,0.4855121970176697
ItalyPowerDemand,0.9,0.01,5,0.8328474246841594,0.9899950623512268
Coffee,0.6,0.01,20,0.5357142857142857,0.0
ItalyPowerDemand,0.8,0.01,20,0.7920310981535471,0.5515696406364441
ECG200,0.9,0.01,10,0.81,0.5995066165924072
Coffee,0.7,0.01,20,0.5357142857142857,0.0
DiatomSizeReduction,0.7,0.1,10,0.9117647058823529,0.41804447770118713
DiatomSizeReduction,0.7,0.01,0,0.9215686274509803,0.3437379002571106
CricketY,0.9,0.0,10,0.7410256410256411,1.0
Haptics,0.8,0.01,0,0.3961038961038961,0.4481358528137207
CricketZ,0.8,0.0,0,0.7615384615384615,1.0
DiatomSizeReduction,0.8,0.01,5,0.5326797385620915,0.4766351580619812
ChlorineConcentration,0.9,0.01,20,0.5442708333333334,0.06699810177087784
Beef,0.6,0.01,10,0.2,0.0
TwoPatterns,0.7,0.01,10,0.86325,1.0
ChlorineConcentration,0.9,0.1,0,0.5481770833333334,0.41596272587776184
WordSynonyms,0.8,0.01,10,0.219435736677116,0.0
ItalyPowerDemand,0.9,0.01,5,0.8250728862973761,0.7638483047485352
UWaveGestureLibraryY,0.7,0.01,5,0.6027359017308767,0.5164564847946167
TwoPatterns,0.8,0.01,0,0.998,1.0
Lightning2,0.7,0.01,0,0.6721311475409836,0.06634694337844849
Yoga,0.6,0.01,20,0.6786666666666666,0.22145910561084747
CinCECGTorso,0.7,0.0,0,0.7021739130434783,0.5553327202796936
UWaveGestureLibraryY,0.8,0.1,10,0.6365159128978225,0.6682027578353882
MoteStrain,0.7,0.1,10,0.46086261980830673,0.0
FaceFour,0.8,0.01,10,0.7386363636363636,1.0
Beef,0.8,0.01,5,0.6333333333333333,1.0
ECGFiveDays,0.7,0.1,0,0.5923344947735192,0.300066202878952
Symbols,0.7,0.01,20,0.6793969849246231,0.21507906913757324
Beef,0.8,0.1,0,0.3333333333333333,0.1300639808177948
FaceAll,0.6,0.01,0,0.8680473372781065,0.27109837532043457
Symbols,0.8,0.01,5,0.7185929648241206,0.3150025010108948
SyntheticControl,0.6,0.01,10,0.8633333333333333,0.24521538615226746
UWaveGestureLibraryZ,0.7,0.01,0,0.6407035175879398,0.4323340952396393
NonInvasiveFatalECGThorax2,0.9,0.1,0,0.87735368956743,0.5179184079170227
OSULeaf,0.7,0.0,0,0.6528925619834711,1.0
CBF,0.9,0.1,10,0.7866666666666666,0.5186498761177063
MedicalImages,0.9,0.1,0,0.7342105263157894,0.5072677731513977
Trace,0.8,0.0,10,0.72,0.2874943017959595
CricketZ,0.7,0.0,10,0.7589743589743589,1.0
Adiac,0.7,0.0,0,0.03580562659846547,0.0001589481980772689
CBF,0.9,0.01,0,0.9466666666666667,1.0
DiatomSizeReduction,0.6,0.01,20,0.8202614379084967,0.26389840245246887
UWaveGestureLibraryZ,0.7,0.01,10,0.6957007258514796,0.56023770570755
FaceFour,0.7,0.01,10,0.75,1.0
OliveOil,0.8,0.01,0,0.4,0.0
CricketZ,0.6,0.1,0,0.7512820512820513,0.584783136844635
NonInvasiveFatalECGThorax2,0.7,0.01,0,0.8544529262086514,0.164175882935524
MoteStrain,0.9,0.01,0,0.8889776357827476,0.9999998807907104
UWaveGestureLibraryX,0.6,0.01,10,0.705750977107761,0.45098286867141724
Lightning2,0.7,0.0,10,0.5409836065573771,0.0
ECG200,0.7,0.1,0,0.82,0.29325658082962036
ItalyPowerDemand,0.6,0.01,20,0.6938775510204082,0.2622639238834381
SonyAIBORobotSurface2,0.8,0.01,5,0.8247639034627492,0.366029292345047
Yoga,0.7,0.1,0,0.719,0.41245517134666443
MoteStrain,0.6,0.0,0,0.5391373801916933,0.0
Lightning2,0.6,0.0,0,0.5409836065573771,0.0
Adiac,0.6,0.01,10,0.1969309462915601,0.3360891044139862
CricketX,0.6,0.1,0,0.6948717948717948,0.48424771428108215
Lightning7,0.8,0.0,10,0.6712328767123288,0.9999999403953552
CricketY,0.6,0.01,5,0.541025641025641,0.420840322971344
FacesUCR,0.6,0.1,0,0.7531707317073171,0.4291863739490509
DiatomSizeReduction,0.7,0.0,0,0.8986928104575164,0.27716609835624695
OSULeaf,0.7,0.1,0,0.6239669421487604,0.533164381980896
TwoPatterns,0.9,0.0,10,0.89875,1.0
Mallat,0.9,0.01,0,0.7914712153518124,1.0
MedicalImages,0.9,0.1,10,0.7223684210526315,0.5924479365348816
Haptics,0.7,0.01,20,0.4090909090909091,0.3613089919090271
MoteStrain,0.9,0.0,0,0.8777955271565495,0.9999998807907104
ItalyPowerDemand,0.9,0.1,0,0.8114674441205053,0.6822216510772705
UWaveGestureLibraryY,0.8,0.0,0,0.6708542713567839,1.0
MedicalImages,0.9,0.01,10,0.7092105263157895,0.3930741250514984
CricketX,0.7,0.01,0,0.7512820512820513,0.5264288783073425
Beef,0.8,0.0,10,0.6333333333333333,1.0
UWaveGestureLibraryY,0.9,0.01,20,0.5628140703517588,1.0
TwoPatterns,0.9,0.01,5,0.97575,1.0
UWaveGestureLibraryX,0.8,0.01,5,0.7629815745393634,1.0
GunPoint,0.8,0.0,0,0.92,0.4408823847770691
CBF,0.9,0.0,0,0.9411111111111111,1.0
ChlorineConcentration,0.9,0.01,5,0.5502604166666667,0.15377052128314972
FiftyWords,0.7,0.0,0,0.09230769230769231,0.0
CBF,0.9,0.01,20,0.8633333333333333,1.0
OliveOil,0.7,0.01,0,0.4,0.0
FaceFour,0.8,0.01,5,0.8295454545454546,1.0
ChlorineConcentration,0.8,0.01,0,0.5463541666666667,0.06784091144800186
UWaveGestureLibraryX,0.8,0.01,0,0.7752652149637074,0.6957438588142395
